Category,Item,Serving Size,Calories,Total Fat,Total Fat (% Daily Value),Saturated Fat,Saturated Fat (% Daily Value),Trans Fat,Cholesterol,Sodium,Carbohydrates,Dietary Fiber,Sugars,Protein,Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value)
Beverages,Sprite (Medium),21 fl oz cup,200.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0
Beverages,Sprite (Large),30 fl oz cup,280.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,74.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0
Beverages,Sprite (Child),12 fl oz cup,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
Beverages,1% Low Fat Milk Jug,1 carton (236 ml),100.0,2.5,4.0,1.5,8.0,0.0,10.0,125.0,12.0,0.0,12.0,8.0,10.0,4.0,30.0,0.0
Beverages,Fat Free Chocolate Milk Jug,1 carton (236 ml),130.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,23.0,1.0,22.0,9.0,10.0,0.0,30.0,8.0
Beverages,Minute Maid 100% Apple Juice Box,6 fl oz (177 ml),80.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,19.0,0.0,0.0,10.0,10.0,0.0
Beverages,Minute Maid Orange Juice (Small),12 fl oz cup,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,30.0,2.0,0.0,10.0,2.0,0.0
Beverages,Minute Maid Orange Juice (Medium),16 fl oz cup,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,39.0,3.0,0.0,10.0,4.0,0.0
Beverages,Minute Maid Orange Juice (Large),22 fl oz cup,280.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,0.0,58.0,4.0,0.0,10.0,4.0,0.0
Beverages,Dasani Water Bottle,16.9 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Iced Tea (Small),16 fl oz cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Iced Tea (Medium),21 fl oz cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Iced Tea (Large),30 fl oz cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Iced Tea (Child),12 fl oz cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Sweet Tea (Small),16 fl oz cup,150.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0
Coffee & Tea,Sweet Tea (Medium),21 fl oz cup,180.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,45.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0
Coffee & Tea,Sweet Tea (Large),30 fl oz cup,220.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,54.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0
Coffee & Tea,Sweet Tea (Child),12 fl oz cup,110.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Coffee (Small),12 fl oz cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Coffee (Medium),16 fl oz cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Coffee (Large),16 fl oz cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee & Tea,Latte (Small),12 fl oz cup,170.0,9.0,13.0,5.0,24.0,0.0,25.0,115.0,15.0,1.0,12.0,9.0,8.0,0.0,30.0,0.0
Coffee & Tea,Latte (Medium),16 fl oz cup,210.0,10.0,16.0,6.0,30.0,0.0,30.0,140.0,18.0,1.0,15.0,11.0,10.0,0.0,35.0,0.0
Coffee & Tea,Latte (Large),20 fl oz cup,280.0,14.0,21.0,8.0,39.0,0.0,40.0,180.0,24.0,1.0,20.0,15.0,15.0,0.0,50.0,2.0
Coffee & Tea,Caramel Latte (Small),12 fl oz cup,270.0,9.0,13.0,5.0,24.0,0.0,25.0,115.0,40.0,1.0,38.0,9.0,8.0,0.0,30.0,0.0
Coffee & Tea,Caramel Latte (Medium),16 fl oz cup,340.0,10.0,16.0,6.0,30.0,0.0,30.0,140.0,50.0,1.0,48.0,11.0,10.0,0.0,35.0,0.0
Coffee & Tea,Caramel Latte (Large),20 fl oz cup,430.0,14.0,21.0,8.0,39.0,0.0,40.0,180.0,62.0,1.0,59.0,15.0,15.0,0.0,50.0,2.0
Coffee & Tea,Hazelnut Latte (Small),12 fl oz cup,270.0,9.0,13.0,5.0,24.0,0.0,25.0,115.0,40.0,1.0,38.0,9.0,8.0,0.0,30.0,0.0
Coffee & Tea,Hazelnut Latte (Medium),16 fl oz cup,330.0,10.0,16.0,6.0,30.0,0.0,30.0,140.0,50.0,1.0,47.0,11.0,10.0,0.0,35.0,0.0
Coffee & Tea,Hazelnut Latte (Large),20 fl oz cup,430.0,14.0,21.0,8.0,39.0,0.0,40.0,180.0,62.0,1.0,58.0,15.0,15.0,0.0,50.0,2.0
Coffee & Tea,French Vanilla Latte (Small),12 fl oz cup,260.0,9.0,13.0,5.0,24.0,0.0,25.0,115.0,38.0,1.0,36.0,9.0,8.0,0.0,30.0,0.0
Coffee & Tea,French Vanilla Latte (Medium),16 fl oz cup,330.0,10.0,16.0,6.0,30.0,0.0,30.0,140.0,48.0,1.0,45.0,11.0,10.0,0.0,35.0,2.0
Coffee & Tea,French Vanilla Latte (Large),20 fl oz cup,420.0,14.0,21.0,8.0,39.0,0.0,40.0,190.0,60.0,1.0,56.0,15.0,15.0,0.0,50.0,2.0
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,210.0,9.0,13.0,5.0,24.0,0.0,25.0,150.0,24.0,1.0,12.0,9.0,8.0,0.0,30.0,0.0
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,260.0,10.0,16.0,6.0,30.0,0.0,30.0,190.0,29.0,1.0,15.0,12.0,10.0,0.0,35.0,0.0
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,330.0,14.0,21.0,8.0,39.0,0.0,40.0,240.0,37.0,2.0,20.0,15.0,15.0,0.0,50.0,2.0
Coffee & Tea,Nonfat Latte (Small),12 fl oz cup,100.0,0.0,0.0,0.0,0.0,0.0,5.0,110.0,15.0,1.0,13.0,10.0,10.0,0.0,30.0,0.0
Coffee & Tea,Nonfat Latte (Medium),16 fl oz cup,130.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,19.0,1.0,16.0,12.0,15.0,0.0,40.0,0.0
Coffee & Tea,Nonfat Latte (Large),20 fl oz cup,170.0,0.5,1.0,0.0,0.0,0.0,10.0,180.0,25.0,1.0,21.0,16.0,15.0,0.0,50.0,2.0
Coffee & Tea,Nonfat Caramel Latte (Small),12 fl oz cup,200.0,0.0,0.0,0.0,0.0,0.0,5.0,110.0,41.0,1.0,39.0,10.0,10.0,0.0,30.0,0.0
Coffee & Tea,Nonfat Caramel Latte (Medium),16 fl oz cup,250.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,51.0,1.0,48.0,12.0,15.0,0.0,40.0,0.0
Coffee & Tea,Nonfat Caramel Latte (Large),20 fl oz cup,310.0,0.5,1.0,0.0,0.0,0.0,10.0,180.0,63.0,1.0,59.0,16.0,15.0,0.0,50.0,2.0
Coffee & Tea,Nonfat Hazelnut Latte (Small),12 fl oz cup,200.0,0.0,0.0,0.0,0.0,0.0,5.0,110.0,40.0,1.0,38.0,10.0,10.0,0.0,30.0,0.0
Coffee & Tea,Nonfat Hazelnut Latte (Medium),16 fl oz cup,250.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,51.0,1.0,48.0,12.0,15.0,0.0,40.0,0.0
Coffee & Tea,Nonfat Hazelnut Latte (Large),20 fl oz cup,310.0,0.5,1.0,0.0,0.0,0.0,10.0,180.0,63.0,1.0,59.0,16.0,15.0,0.0,50.0,2.0
Coffee & Tea,Nonfat French Vanilla Latte (Small),12 fl oz cup,190.0,0.0,0.0,0.0,0.0,0.0,5.0,115.0,39.0,1.0,37.0,10.0,10.0,0.0,30.0,0.0
Coffee & Tea,Nonfat French Vanilla Latte (Medium),16 fl oz cup,240.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0,49.0,1.0,46.0,12.0,15.0,0.0,40.0,2.0
Coffee & Tea,Nonfat French Vanilla Latte (Large),20 fl oz cup,300.0,0.5,1.0,0.0,0.0,0.0,10.0,180.0,60.0,1.0,56.0,16.0,15.0,0.0,50.0,2.0
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,140.0,0.0,0.0,0.0,0.0,0.0,5.0,150.0,24.0,1.0,13.0,10.0,10.0,0.0,30.0,0.0
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,170.0,0.0,0.0,0.0,0.0,0.0,5.0,180.0,30.0,1.0,16.0,12.0,15.0,0.0,40.0,0.0
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,220.0,0.5,1.0,0.0,0.0,0.0,10.0,240.0,38.0,2.0,21.0,16.0,15.0,0.0,50.0,2.0
Coffee & Tea,Mocha (Small),12 fl oz cup,340.0,11.0,18.0,7.0,34.0,0.0,35.0,150.0,49.0,2.0,42.0,10.0,10.0,0.0,30.0,6.0
Coffee & Tea,Mocha (Medium),16 fl oz cup,410.0,14.0,21.0,8.0,40.0,0.0,40.0,190.0,60.0,2.0,53.0,13.0,10.0,0.0,40.0,6.0
Coffee & Tea,Mocha (Large),20 fl oz cup,500.0,17.0,26.0,10.0,49.0,0.0,50.0,240.0,72.0,2.0,63.0,16.0,15.0,0.0,50.0,8.0
Coffee & Tea,Mocha with Nonfat Milk (Small),12 fl oz cup,270.0,3.5,5.0,2.0,11.0,0.0,15.0,150.0,49.0,2.0,43.0,11.0,10.0,0.0,35.0,6.0
Coffee & Tea,Mocha with Nonfat Milk (Medium),16 fl oz cup,330.0,3.5,6.0,2.0,11.0,0.0,15.0,190.0,60.0,2.0,53.0,13.0,15.0,0.0,40.0,6.0
Coffee & Tea,Mocha with Nonfat Milk (Large),20 fl oz cup,390.0,4.0,6.0,2.5,12.0,0.0,20.0,240.0,73.0,2.0,64.0,17.0,20.0,0.0,50.0,8.0
Coffee & Tea,Caramel Mocha (Small),12 fl oz cup,320.0,11.0,17.0,7.0,33.0,0.0,35.0,170.0,45.0,1.0,40.0,10.0,10.0,0.0,30.0,2.0
Coffee & Tea,Caramel Mocha (Medium),16 fl oz cup,390.0,14.0,21.0,8.0,40.0,0.0,40.0,220.0,55.0,1.0,50.0,12.0,15.0,0.0,40.0,2.0
Coffee & Tea,Caramel Mocha (Large),20 fl oz cup,480.0,17.0,26.0,10.0,49.0,0.0,50.0,270.0,66.0,1.0,60.0,16.0,15.0,0.0,50.0,4.0
Coffee & Tea,Nonfat Caramel Mocha (Small),12 fl oz cup,250.0,3.5,5.0,2.0,10.0,0.0,15.0,170.0,45.0,1.0,41.0,10.0,10.0,0.0,35.0,2.0
Coffee & Tea,Nonfat Caramel Mocha (Medium),16 fl oz cup,310.0,3.5,5.0,2.0,11.0,0.0,15.0,210.0,56.0,1.0,51.0,13.0,15.0,0.0,40.0,2.0
Coffee & Tea,Nonfat Caramel Mocha (Large),20 fl oz cup,370.0,3.5,6.0,2.5,11.0,0.0,20.0,270.0,67.0,1.0,61.0,17.0,20.0,0.0,50.0,4.0
Coffee & Tea,Hot Chocolate (Small),12 fl oz cup,360.0,13.0,21.0,8.0,39.0,0.0,40.0,180.0,50.0,1.0,45.0,11.0,10.0,0.0,40.0,6.0
Coffee & Tea,Hot Chocolate (Medium),16 fl oz cup,440.0,16.0,25.0,9.0,47.0,0.0,50.0,220.0,61.0,1.0,56.0,14.0,15.0,0.0,45.0,6.0
Coffee & Tea,Hot Chocolate (Large),20 fl oz cup,540.0,20.0,31.0,12.0,58.0,0.0,60.0,280.0,73.0,1.0,68.0,17.0,20.0,0.0,60.0,8.0
Coffee & Tea,Hot Chocolate with Nonfat Milk (Small),12 fl oz cup,280.0,3.5,5.0,2.0,11.0,0.0,15.0,180.0,50.0,1.0,46.0,12.0,15.0,0.0,40.0,6.0
Coffee & Tea,Hot Chocolate with Nonfat Milk (Medium),16 fl oz cup,340.0,3.5,5.0,2.0,11.0,0.0,15.0,220.0,61.0,1.0,57.0,14.0,20.0,0.0,50.0,6.0
Coffee & Tea,Hot Chocolate with Nonfat Milk (Large),20 fl oz cup,400.0,3.5,6.0,2.5,12.0,0.0,20.0,280.0,74.0,1.0,69.0,19.0,25.0,0.0,60.0,8.0
Coffee & Tea,Regular Iced Coffee (Small),16 fl oz cup,140.0,4.5,7.0,3.0,15.0,0.0,15.0,35.0,23.0,0.0,22.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Regular Iced Coffee (Medium),22 fl oz cup,190.0,7.0,11.0,4.5,22.0,0.0,25.0,50.0,31.0,0.0,30.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Regular Iced Coffee (Large),32 fl oz cup,270.0,9.0,14.0,6.0,29.0,0.0,35.0,75.0,47.0,0.0,45.0,2.0,6.0,0.0,8.0,0.0
Coffee & Tea,Caramel Iced Coffee (Small),16 fl oz cup,130.0,4.5,7.0,3.0,15.0,0.0,15.0,35.0,22.0,0.0,21.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Caramel Iced Coffee (Medium),22 fl oz cup,180.0,7.0,11.0,4.5,22.0,0.0,25.0,50.0,29.0,0.0,28.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Caramel Iced Coffee (Large),32 fl oz cup,260.0,9.0,14.0,6.0,29.0,0.0,35.0,65.0,43.0,0.0,42.0,2.0,6.0,0.0,6.0,0.0
Coffee & Tea,Hazelnut Iced Coffee (Small),16 fl oz cup,130.0,4.5,7.0,3.0,15.0,0.0,15.0,35.0,21.0,0.0,20.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Hazelnut Iced Coffee (Medium),22 fl oz cup,180.0,7.0,11.0,4.5,22.0,0.0,25.0,50.0,29.0,0.0,28.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Hazelnut Iced Coffee (Large),32 fl oz cup,250.0,9.0,14.0,6.0,29.0,0.0,35.0,75.0,43.0,0.0,41.0,2.0,6.0,0.0,8.0,0.0
Coffee & Tea,French Vanilla Iced Coffee (Small),16 fl oz cup,120.0,4.5,7.0,3.0,15.0,0.0,15.0,40.0,20.0,0.0,19.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,French Vanilla Iced Coffee (Medium),22 fl oz cup,170.0,7.0,11.0,4.5,22.0,0.0,25.0,55.0,27.0,0.0,26.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,French Vanilla Iced Coffee (Large),32 fl oz cup,240.0,9.0,14.0,6.0,29.0,0.0,35.0,80.0,41.0,0.0,39.0,2.0,6.0,0.0,8.0,0.0
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Small),16 fl oz cup,80.0,4.5,7.0,3.0,15.0,0.0,15.0,65.0,9.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Medium),22 fl oz cup,120.0,7.0,11.0,4.5,22.0,0.0,25.0,90.0,12.0,0.0,2.0,1.0,4.0,0.0,4.0,0.0
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Large),32 fl oz cup,160.0,9.0,14.0,6.0,29.0,0.0,35.0,135.0,18.0,0.0,2.0,2.0,6.0,0.0,8.0,0.0
Coffee & Tea,Iced Mocha (Small),12 fl oz cup,290.0,11.0,17.0,7.0,33.0,0.0,35.0,125.0,41.0,1.0,34.0,8.0,10.0,0.0,25.0,4.0
Coffee & Tea,Iced Mocha (Medium),16 fl oz cup,350.0,13.0,19.0,8.0,38.0,0.0,40.0,150.0,50.0,1.0,43.0,9.0,10.0,0.0,30.0,6.0
Coffee & Tea,Iced Mocha (Large),22 fl oz cup,480.0,16.0,25.0,10.0,49.0,0.0,50.0,220.0,70.0,2.0,62.0,14.0,15.0,0.0,40.0,8.0
Coffee & Tea,Iced Mocha with Nonfat Milk (Small),12 fl oz cup,240.0,5.0,8.0,3.0,16.0,0.0,20.0,125.0,41.0,1.0,35.0,8.0,10.0,0.0,25.0,4.0
Coffee & Tea,Iced Mocha with Nonfat Milk (Medium),16 fl oz cup,290.0,5.0,8.0,3.5,17.0,0.0,20.0,150.0,50.0,1.0,43.0,10.0,15.0,0.0,30.0,6.0
Coffee & Tea,Iced Mocha with Nonfat Milk (Large),22 fl oz cup,390.0,6.0,9.0,3.5,18.0,0.0,25.0,220.0,71.0,2.0,62.0,14.0,20.0,0.0,45.0,8.0
Coffee & Tea,Iced Caramel Mocha (Small),12 fl oz cup,280.0,11.0,17.0,7.0,33.0,0.0,35.0,140.0,38.0,0.0,33.0,8.0,10.0,0.0,25.0,2.0
Coffee & Tea,Iced Caramel Mocha (Medium),16 fl oz cup,340.0,13.0,19.0,7.0,37.0,0.0,40.0,170.0,46.0,1.0,41.0,9.0,10.0,0.0,30.0,2.0
Coffee & Tea,Iced Caramel Mocha (Large),22 fl oz cup,460.0,16.0,25.0,10.0,48.0,0.0,50.0,250.0,65.0,1.0,59.0,13.0,15.0,0.0,40.0,4.0
Coffee & Tea,Iced Nonfat Caramel Mocha (Small),12 fl oz cup,230.0,5.0,8.0,3.0,16.0,0.0,20.0,140.0,38.0,0.0,33.0,8.0,10.0,0.0,25.0,2.0
Coffee & Tea,Iced Nonfat Caramel Mocha (Medium),16 fl oz cup,270.0,5.0,8.0,3.0,16.0,0.0,20.0,170.0,47.0,1.0,41.0,10.0,15.0,0.0,30.0,2.0
Coffee & Tea,Iced Nonfat Caramel Mocha (Large),22 fl oz cup,370.0,6.0,8.0,3.5,17.0,0.0,25.0,250.0,65.0,1.0,59.0,14.0,20.0,0.0,45.0,4.0
Coffee & Tea,Frappé Mocha (Small),12 fl oz cup,450.0,18.0,28.0,12.0,59.0,0.0,65.0,125.0,65.0,1.0,57.0,7.0,15.0,0.0,20.0,4.0
Coffee & Tea,Frappé Mocha (Medium),16 fl oz cup,550.0,22.0,34.0,14.0,71.0,0.0,75.0,160.0,80.0,1.0,71.0,9.0,15.0,0.0,25.0,4.0
Coffee & Tea,Frappé Mocha (Large),22 fl oz cup,670.0,26.0,41.0,17.0,85.0,0.0,90.0,190.0,98.0,1.0,88.0,11.0,20.0,0.0,35.0,4.0
Coffee & Tea,Frappé Caramel (Small),12 fl oz cup,450.0,19.0,29.0,12.0,60.0,0.0,65.0,125.0,64.0,0.0,57.0,7.0,15.0,0.0,25.0,2.0
Coffee & Tea,Frappé Caramel (Medium),16 fl oz cup,550.0,23.0,35.0,15.0,73.0,0.0,80.0,160.0,79.0,0.0,71.0,9.0,20.0,0.0,30.0,2.0
Coffee & Tea,Frappé Caramel (Large),22 fl oz cup,670.0,27.0,42.0,17.0,87.0,0.0,95.0,190.0,96.0,0.0,88.0,11.0,20.0,0.0,35.0,2.0
Coffee & Tea,Frappé Chocolate Chip (Small),12 fl oz cup,530.0,23.0,35.0,14.0,72.0,0.0,65.0,135.0,76.0,1.0,67.0,8.0,15.0,0.0,25.0,4.0
Coffee & Tea,Frappé Chocolate Chip (Medium),16 fl oz cup,630.0,26.0,41.0,17.0,85.0,0.0,80.0,160.0,91.0,1.0,81.0,9.0,15.0,0.0,30.0,4.0
Coffee & Tea,Frappé Chocolate Chip (Large),22 fl oz cup,760.0,31.0,48.0,20.0,101.0,0.0,95.0,200.0,105.0,1.0,99.0,12.0,20.0,0.0,35.0,6.0
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Small),12 fl oz cup,220.0,0.5,1.0,0.0,0.0,0.0,5.0,40.0,50.0,3.0,44.0,2.0,0.0,2.0,6.0,2.0
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Medium),16 fl oz cup,260.0,1.0,1.0,0.0,0.0,0.0,5.0,50.0,62.0,4.0,54.0,3.0,0.0,4.0,8.0,2.0
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Large),22 fl oz cup,340.0,1.0,2.0,0.5,3.0,0.0,5.0,65.0,79.0,5.0,70.0,4.0,0.0,4.0,10.0,2.0
Smoothies & Shakes,Strawberry Banana Smoothie (Small),12 fl oz cup,210.0,0.5,1.0,0.0,0.0,0.0,5.0,50.0,47.0,3.0,44.0,3.0,0.0,10.0,8.0,2.0
Smoothies & Shakes,Strawberry Banana Smoothie (Medium),16 fl oz cup,250.0,1.0,1.0,0.0,0.0,0.0,5.0,60.0,58.0,3.0,54.0,4.0,0.0,10.0,8.0,4.0
Smoothies & Shakes,Strawberry Banana Smoothie (Large),22 fl oz cup,330.0,1.0,2.0,0.5,3.0,0.0,5.0,80.0,74.0,4.0,70.0,5.0,0.0,10.0,10.0,4.0
Smoothies & Shakes,Mango Pineapple Smoothie (Small),12 fl oz cup,210.0,0.5,1.0,0.0,0.0,0.0,5.0,40.0,50.0,1.0,46.0,2.0,30.0,10.0,8.0,2.0
Smoothies & Shakes,Mango Pineapple Smoothie (Medium),16 fl oz cup,260.0,1.0,1.0,0.0,0.0,0.0,5.0,45.0,61.0,1.0,56.0,3.0,34.5,10.0,8.0,2.0
Smoothies & Shakes,Mango Pineapple Smoothie (Large),22 fl oz cup,340.0,1.0,2.0,0.5,3.0,0.0,5.0,60.0,78.0,2.0,72.0,4.0,34.5,10.0,10.0,2.0
Smoothies & Shakes,Vanilla Shake (Small),12 fl oz cup,530.0,15.0,24.0,10.0,49.0,0.0,60.0,160.0,86.0,0.0,63.0,11.0,20.0,0.0,40.0,0.0
Smoothies & Shakes,Vanilla Shake (Medium),16 fl oz cup,660.0,19.0,29.0,12.0,61.0,0.0,75.0,200.0,105.0,0.0,81.0,14.0,25.0,0.0,50.0,0.0
Smoothies & Shakes,Vanilla Shake (Large),22 fl oz cup,820.0,23.0,35.0,15.0,73.0,0.0,90.0,260.0,105.0,0.0,101.0,18.0,30.0,0.0,60.0,0.0
Smoothies & Shakes,Strawberry Shake (Small),12 fl oz cup,550.0,16.0,25.0,10.0,52.0,0.0,60.0,160.0,90.0,0.0,79.0,12.0,20.0,0.0,40.0,0.0
Smoothies & Shakes,Strawberry Shake (Medium),16 fl oz cup,690.0,20.0,30.0,13.0,63.0,0.0,75.0,210.0,105.0,0.0,100.0,15.0,25.0,0.0,50.0,0.0
Smoothies & Shakes,Strawberry Shake (Large),22 fl oz cup,850.0,24.0,36.0,15.0,75.0,0.0,90.0,260.0,105.0,0.0,111.375,18.0,30.0,0.0,66.0,0.0
Smoothies & Shakes,Chocolate Shake (Small),12 fl oz cup,560.0,16.0,25.0,10.0,51.0,0.0,60.0,240.0,91.0,1.0,77.0,12.0,20.0,0.0,40.0,8.0
Smoothies & Shakes,Chocolate Shake (Medium),16 fl oz cup,700.0,20.0,30.0,12.0,62.0,0.0,75.0,300.0,105.0,2.0,97.0,15.0,25.0,0.0,50.0,10.0
Smoothies & Shakes,Chocolate Shake (Large),22 fl oz cup,850.0,23.0,36.0,15.0,74.0,0.0,85.0,380.0,105.0,2.0,111.375,19.0,30.0,0.0,60.0,15.0
Smoothies & Shakes,Shamrock Shake (Medium),16 fl oz cup,660.0,19.0,29.0,12.0,61.0,0.0,75.0,210.0,105.0,0.0,93.0,14.0,25.0,0.0,50.0,0.0
Smoothies & Shakes,Shamrock Shake (Large),22 fl oz cup,820.0,23.0,35.0,15.0,73.0,0.0,90.0,260.0,105.0,0.0,111.375,18.0,30.0,0.0,60.0,0.0
Smoothies & Shakes,McFlurry with M&M’s Candies (Small),10.9 oz (310 g),650.0,23.0,35.0,14.0,72.0,0.0,50.0,180.0,96.0,1.0,89.0,13.0,15.0,0.0,45.0,8.0
Smoothies & Shakes,McFlurry with M&M’s Candies (Medium),16.2 oz (460 g),930.0,33.0,50.0,20.0,102.0,0.0,75.0,260.0,105.0,2.0,111.375,20.0,25.0,0.0,66.0,10.0
Smoothies & Shakes,McFlurry with M&M’s Candies (Snack),7.3 oz (207 g),430.0,15.0,24.0,10.0,48.0,0.0,35.0,120.0,64.0,1.0,59.0,9.0,10.0,0.0,30.0,4.0
Smoothies & Shakes,McFlurry with Oreo Cookies (Small),10.1 oz (285 g),510.0,17.0,26.0,9.0,44.0,0.0,45.0,280.0,80.0,1.0,64.0,12.0,15.0,0.0,40.0,8.0
Smoothies & Shakes,McFlurry with Oreo Cookies (Medium),13.4 oz (381 g),690.0,23.0,35.0,12.0,58.0,0.0,55.0,380.0,105.0,1.0,85.0,15.0,20.0,0.0,50.0,10.0
Smoothies & Shakes,McFlurry with Oreo Cookies (Snack),6.7 oz (190 g),340.0,11.0,17.0,6.0,29.0,0.0,30.0,190.0,53.0,1.0,43.0,8.0,10.0,0.0,25.0,6.0
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Medium),14.2 oz (403 g),810.0,32.0,50.0,15.0,76.0,0.0,60.0,400.0,105.0,2.0,103.0,21.0,20.0,0.0,60.0,6.0
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Snack),7.1 oz (202 g),410.0,16.0,25.0,8.0,38.0,0.0,30.0,200.0,57.0,1.0,51.0,10.0,10.0,0.0,30.0,4.0
